Distance Matrix (rows/cols: 0=depot, 1..n=customers):
           0      1      2      3      4      5      6      7      8      9     10     11     12     13     14     15     16     17     18     19     20     21     22     23     24     25     26     27     28     29     30     31     32     33     34     35     36     37     38     39     40     41     42     43     44     45     46     47     48     49     50     51     52     53     54     55     56     57     58     59     60     61     62     63     64     65     66     67     68     69     70     71     72     73     74     75     76     77     78     79     80     81     82     83     84     85     86     87     88     89     90     91     92     93     94     95     96     97     98     99    100
alpha: 2.66, beta: 0.36, gamma: 2.79
Iter 343: Move customer 47 from route 9 to route 1, F2: 11756.01, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 11756.01, total_cost = 1601.48
alpha: 2.66, beta: 0.36, gamma: 2.79
Iter 344: Move customer 47 from route 9 to route 8, F2: 11806.79, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 11806.79, total_cost = 1621.80
alpha: 2.67, beta: 0.36, gamma: 2.80
Iter 345: Move customer 47 from route 9 to route 2, F2: 11856.52, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 11856.52, total_cost = 1614.18
alpha: 2.68, beta: 0.36, gamma: 2.81
Iter 346: Move customer 47 from route 9 to route 10, F2: 11845.04, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 11845.04, total_cost = 1598.84
alpha: 2.69, beta: 0.35, gamma: 2.82
Iter 347: Move customer 47 from route 9 to route 1, F2: 11878.41, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 11878.41, total_cost = 1601.48
alpha: 2.70, beta: 0.35, gamma: 2.83
Iter 348: Move customer 47 from route 9 to route 8, F2: 11929.56, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 11929.56, total_cost = 1621.80
alpha: 2.70, beta: 0.35, gamma: 2.84
Iter 349: Move customer 47 from route 9 to route 2, F2: 11979.99, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 11979.99, total_cost = 1614.18
alpha: 2.71, beta: 0.35, gamma: 2.84
Iter 350: Move customer 47 from route 9 to route 10, F2: 11968.54, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 11968.54, total_cost = 1598.84
alpha: 2.72, beta: 0.35, gamma: 2.85
Iter 351: Move customer 47 from route 9 to route 1, F2: 12002.29, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 12002.29, total_cost = 1601.48
alpha: 2.73, beta: 0.35, gamma: 2.86
Iter 352: Move customer 47 from route 9 to route 8, F2: 12053.81, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 12053.81, total_cost = 1621.80
alpha: 2.74, beta: 0.35, gamma: 2.87
Iter 353: Move customer 47 from route 9 to route 2, F2: 12104.94, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 12104.94, total_cost = 1614.18
alpha: 2.74, beta: 0.35, gamma: 2.88
Iter 354: Move customer 47 from route 9 to route 10, F2: 12093.54, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 12093.54, total_cost = 1598.84
alpha: 2.75, beta: 0.35, gamma: 2.89
Iter 355: Move customer 47 from route 9 to route 1, F2: 12127.66, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 12127.66, total_cost = 1601.48
alpha: 2.76, beta: 0.35, gamma: 2.90
Iter 356: Move customer 47 from route 9 to route 8, F2: 12179.56, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 12179.56, total_cost = 1621.80
alpha: 2.77, beta: 0.34, gamma: 2.90
Iter 357: Move customer 8 from route 6 to route 7, F2: 12173.50, Cost: 1630.06
Best neighbor after moving customer 8: penalized cost = 1630.06, f2 = 12173.50, total_cost = 1630.06
alpha: 2.78, beta: 0.34, gamma: 2.91
Iter 358: Move customer 47 from route 9 to route 2, F2: 12263.25, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 12263.25, total_cost = 1614.18
alpha: 2.79, beta: 0.34, gamma: 2.92
Iter 359: Move customer 47 from route 9 to route 10, F2: 12251.91, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 12251.91, total_cost = 1598.84
alpha: 2.79, beta: 0.34, gamma: 2.93
Iter 360: Move customer 47 from route 9 to route 1, F2: 12286.51, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 12286.51, total_cost = 1601.48
alpha: 2.80, beta: 0.34, gamma: 2.94
Iter 361: Move customer 47 from route 9 to route 8, F2: 12338.88, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 12338.88, total_cost = 1621.80
alpha: 2.81, beta: 0.34, gamma: 2.95
Iter 362: Move customer 47 from route 9 to route 2, F2: 12391.61, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 12391.61, total_cost = 1614.18
alpha: 2.82, beta: 0.34, gamma: 2.96
Iter 363: Move customer 47 from route 9 to route 10, F2: 12380.32, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 12380.32, total_cost = 1598.84
alpha: 2.83, beta: 0.34, gamma: 2.97
Iter 364: Move customer 47 from route 9 to route 1, F2: 12415.31, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 12415.31, total_cost = 1601.48
alpha: 2.84, beta: 0.34, gamma: 2.98
Iter 365: Move customer 47 from route 9 to route 8, F2: 12468.07, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 12468.07, total_cost = 1621.80
alpha: 2.84, beta: 0.34, gamma: 2.98
Iter 366: Move customer 47 from route 9 to route 2, F2: 12521.52, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 12521.52, total_cost = 1614.18
alpha: 2.85, beta: 0.33, gamma: 2.99
Iter 367: Move customer 47 from route 9 to route 10, F2: 12510.28, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 12510.28, total_cost = 1598.84
alpha: 2.86, beta: 0.33, gamma: 3.00
Iter 368: Move customer 47 from route 9 to route 1, F2: 12545.66, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 12545.66, total_cost = 1601.48
alpha: 2.87, beta: 0.33, gamma: 3.01
Iter 369: Move customer 47 from route 9 to route 8, F2: 12598.81, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 12598.81, total_cost = 1621.80
alpha: 2.88, beta: 0.33, gamma: 3.02
Iter 370: Move customer 47 from route 9 to route 2, F2: 12653.00, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 12653.00, total_cost = 1614.18
alpha: 2.89, beta: 0.33, gamma: 3.03
Iter 371: Move customer 47 from route 9 to route 10, F2: 12641.81, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 12641.81, total_cost = 1598.84
alpha: 2.90, beta: 0.33, gamma: 3.04
Iter 372: Move customer 47 from route 9 to route 1, F2: 12677.58, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 12677.58, total_cost = 1601.48
alpha: 2.90, beta: 0.33, gamma: 3.05
Iter 373: Move customer 47 from route 9 to route 8, F2: 12731.13, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 12731.13, total_cost = 1621.80
alpha: 2.91, beta: 0.33, gamma: 3.06
Iter 374: Move customer 47 from route 9 to route 2, F2: 12786.06, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 12786.06, total_cost = 1614.18
alpha: 2.92, beta: 0.33, gamma: 3.07
Iter 375: Move customer 47 from route 9 to route 10, F2: 12774.92, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 12774.92, total_cost = 1598.84
alpha: 2.93, beta: 0.33, gamma: 3.08
Iter 376: Move customer 47 from route 9 to route 1, F2: 12811.09, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 12811.09, total_cost = 1601.48
alpha: 2.94, beta: 0.32, gamma: 3.08
Iter 377: Move customer 47 from route 9 to route 8, F2: 12865.04, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 12865.04, total_cost = 1621.80
alpha: 2.95, beta: 0.32, gamma: 3.09
Iter 378: Move customer 47 from route 9 to route 10, F2: 12875.81, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 12875.81, total_cost = 1598.84
alpha: 2.96, beta: 0.32, gamma: 3.10
Iter 379: Move customer 47 from route 9 to route 2, F2: 12954.65, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 12954.65, total_cost = 1614.18
alpha: 2.97, beta: 0.32, gamma: 3.11
Iter 380: Move customer 47 from route 9 to route 1, F2: 12946.21, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 12946.21, total_cost = 1601.48
alpha: 2.98, beta: 0.32, gamma: 3.12
Iter 381: Move customer 47 from route 9 to route 8, F2: 13000.57, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 13000.57, total_cost = 1621.80
alpha: 2.98, beta: 0.32, gamma: 3.13
Iter 382: Move customer 47 from route 9 to route 10, F2: 13011.75, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 13011.75, total_cost = 1598.84
alpha: 2.99, beta: 0.32, gamma: 3.14
Iter 383: Move customer 47 from route 9 to route 2, F2: 13091.35, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 13091.35, total_cost = 1614.18
alpha: 3.00, beta: 0.32, gamma: 3.15
Iter 384: Move customer 47 from route 9 to route 1, F2: 13082.96, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 13082.96, total_cost = 1601.48
alpha: 3.01, beta: 0.32, gamma: 3.16
Iter 385: Move customer 47 from route 9 to route 8, F2: 13137.73, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 13137.73, total_cost = 1621.80
alpha: 3.02, beta: 0.32, gamma: 3.17
Iter 386: Move customer 47 from route 9 to route 10, F2: 13149.32, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 13149.32, total_cost = 1598.84
alpha: 3.03, beta: 0.31, gamma: 3.18
Iter 387: Move customer 47 from route 9 to route 2, F2: 13229.70, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 13229.70, total_cost = 1614.18
alpha: 3.04, beta: 0.31, gamma: 3.19
Iter 388: Move customer 47 from route 9 to route 1, F2: 13221.36, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 13221.36, total_cost = 1601.48
alpha: 3.05, beta: 0.31, gamma: 3.20
Iter 389: Move customer 47 from route 9 to route 8, F2: 13276.54, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 13276.54, total_cost = 1621.80
alpha: 3.06, beta: 0.31, gamma: 3.21
Iter 390: Move customer 47 from route 9 to route 10, F2: 13288.55, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 13288.55, total_cost = 1598.84
alpha: 3.07, beta: 0.31, gamma: 3.22
Iter 391: Move customer 47 from route 9 to route 2, F2: 13369.71, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 13369.71, total_cost = 1614.18
alpha: 3.08, beta: 0.31, gamma: 3.23
Iter 392: Move customer 47 from route 9 to route 1, F2: 13361.43, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 13361.43, total_cost = 1601.48
alpha: 3.08, beta: 0.31, gamma: 3.24
Iter 393: Move customer 47 from route 9 to route 8, F2: 13417.03, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 13417.03, total_cost = 1621.80
alpha: 3.09, beta: 0.31, gamma: 3.25
Iter 394: Move customer 47 from route 9 to route 10, F2: 13429.46, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 13429.46, total_cost = 1598.84
alpha: 3.10, beta: 0.31, gamma: 3.26
Iter 395: Move customer 47 from route 9 to route 2, F2: 13511.41, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 13511.41, total_cost = 1614.18
alpha: 3.11, beta: 0.31, gamma: 3.26
Iter 396: Move customer 47 from route 9 to route 1, F2: 13503.19, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 13503.19, total_cost = 1601.48
alpha: 3.12, beta: 0.31, gamma: 3.27
Iter 397: Move customer 47 from route 9 to route 8, F2: 13559.21, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 13559.21, total_cost = 1621.80
alpha: 3.13, beta: 0.30, gamma: 3.28
Iter 398: Move customer 47 from route 9 to route 10, F2: 13572.07, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 13572.07, total_cost = 1598.84
alpha: 3.14, beta: 0.30, gamma: 3.29
Iter 399: Move customer 47 from route 9 to route 2, F2: 13654.83, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 13654.83, total_cost = 1614.18
alpha: 3.15, beta: 0.30, gamma: 3.30
Iter 400: Move customer 47 from route 9 to route 1, F2: 13646.65, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 13646.65, total_cost = 1601.48
alpha: 3.16, beta: 0.30, gamma: 3.31
Iter 401: Move customer 47 from route 9 to route 8, F2: 13703.11, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 13703.11, total_cost = 1621.80
alpha: 3.17, beta: 0.30, gamma: 3.32
Iter 402: Move customer 47 from route 9 to route 10, F2: 13716.39, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 13716.39, total_cost = 1598.84
alpha: 3.18, beta: 0.30, gamma: 3.33
Iter 403: Move customer 47 from route 9 to route 2, F2: 13799.96, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 13799.96, total_cost = 1614.18
alpha: 3.19, beta: 0.30, gamma: 3.34
Iter 404: Move customer 47 from route 9 to route 1, F2: 13791.85, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 13791.85, total_cost = 1601.48
alpha: 3.20, beta: 0.30, gamma: 3.35
Iter 405: Move customer 47 from route 9 to route 8, F2: 13848.73, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 13848.73, total_cost = 1621.80
alpha: 3.21, beta: 0.30, gamma: 3.36
Iter 406: Move customer 47 from route 9 to route 10, F2: 13862.46, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 13862.46, total_cost = 1598.84
alpha: 3.22, beta: 0.30, gamma: 3.37
Iter 407: Move customer 50 from route 9 to route 10, F2: 13905.38, Cost: 1604.97
Best neighbor after moving customer 50: penalized cost = 1604.97, f2 = 13905.38, total_cost = 1604.97
alpha: 3.23, beta: 0.30, gamma: 3.38
Iter 408: Move customer 47 from route 9 to route 2, F2: 13983.85, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 13983.85, total_cost = 1614.18
alpha: 3.24, beta: 0.29, gamma: 3.39
Iter 409: Move customer 47 from route 9 to route 1, F2: 13975.80, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 13975.80, total_cost = 1601.48
alpha: 3.25, beta: 0.29, gamma: 3.40
Iter 410: Move customer 47 from route 9 to route 8, F2: 14033.24, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 14033.24, total_cost = 1621.80
alpha: 3.26, beta: 0.29, gamma: 3.41
Iter 411: Move customer 47 from route 9 to route 10, F2: 14047.52, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 14047.52, total_cost = 1598.84
alpha: 3.26, beta: 0.29, gamma: 3.43
Iter 412: Move customer 50 from route 9 to route 1, F2: 14091.97, Cost: 1605.94
Best neighbor after moving customer 50: penalized cost = 1605.94, f2 = 14091.97, total_cost = 1605.94
alpha: 3.27, beta: 0.29, gamma: 3.44
Iter 413: Move customer 47 from route 9 to route 2, F2: 14170.51, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 14170.51, total_cost = 1614.18
alpha: 3.28, beta: 0.29, gamma: 3.45
Iter 414: Move customer 47 from route 9 to route 1, F2: 14162.53, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 14162.53, total_cost = 1601.48
alpha: 3.29, beta: 0.29, gamma: 3.46
Iter 415: Move customer 47 from route 9 to route 8, F2: 14220.53, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 14220.53, total_cost = 1621.80
alpha: 3.30, beta: 0.29, gamma: 3.47
Iter 416: Move customer 47 from route 9 to route 10, F2: 14235.37, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 14235.37, total_cost = 1598.84
alpha: 3.31, beta: 0.29, gamma: 3.48
Iter 417: Move customer 47 from route 9 to route 2, F2: 14321.87, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 14321.87, total_cost = 1614.18
alpha: 3.32, beta: 0.29, gamma: 3.49
Iter 418: Move customer 47 from route 9 to route 1, F2: 14313.95, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 14313.95, total_cost = 1601.48
alpha: 3.33, beta: 0.29, gamma: 3.50
Iter 419: Move customer 47 from route 9 to route 8, F2: 14372.40, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 14372.40, total_cost = 1621.80
alpha: 3.34, beta: 0.29, gamma: 3.51
Iter 420: Move customer 44 from route 10 to route 1, F2: 14176.80, Cost: 1599.32
Best neighbor after moving customer 44: penalized cost = 1599.32, f2 = 14176.80, total_cost = 1599.32
alpha: 3.35, beta: 0.28, gamma: 3.52
Iter 421: Move customer 47 from route 9 to route 10, F2: 14426.06, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 14426.06, total_cost = 1598.84
alpha: 3.36, beta: 0.28, gamma: 3.53
Iter 422: Move customer 47 from route 9 to route 2, F2: 14513.63, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 14513.63, total_cost = 1614.18
alpha: 3.37, beta: 0.28, gamma: 3.54
Iter 423: Move customer 47 from route 9 to route 1, F2: 14505.78, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 14505.78, total_cost = 1601.48
alpha: 3.38, beta: 0.28, gamma: 3.55
Iter 424: Move customer 47 from route 9 to route 8, F2: 14564.81, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 14564.81, total_cost = 1621.80
alpha: 3.39, beta: 0.28, gamma: 3.56
Iter 425: Move customer 47 from route 9 to route 10, F2: 14580.68, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 14580.68, total_cost = 1598.84
alpha: 3.40, beta: 0.28, gamma: 3.57
Iter 426: Move customer 47 from route 9 to route 2, F2: 14669.12, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 14669.12, total_cost = 1614.18
alpha: 3.41, beta: 0.28, gamma: 3.58
Iter 427: Move customer 47 from route 9 to route 1, F2: 14661.33, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 14661.33, total_cost = 1601.48
alpha: 3.43, beta: 0.28, gamma: 3.59
Iter 428: Move customer 47 from route 9 to route 8, F2: 14720.83, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 14720.83, total_cost = 1621.80
alpha: 3.44, beta: 0.28, gamma: 3.60
Iter 429: Move customer 47 from route 9 to route 10, F2: 14737.17, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 14737.17, total_cost = 1598.84
alpha: 3.45, beta: 0.28, gamma: 3.61
Iter 430: Move customer 47 from route 9 to route 2, F2: 14826.49, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 14826.49, total_cost = 1614.18
alpha: 3.46, beta: 0.28, gamma: 3.63
Iter 431: Move customer 47 from route 9 to route 1, F2: 14818.75, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 14818.75, total_cost = 1601.48
alpha: 3.47, beta: 0.27, gamma: 3.64
Iter 432: Move customer 47 from route 9 to route 8, F2: 14878.72, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 14878.72, total_cost = 1621.80
alpha: 3.48, beta: 0.27, gamma: 3.65
Iter 433: Move customer 47 from route 9 to route 10, F2: 14895.54, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 14895.54, total_cost = 1598.84
alpha: 3.49, beta: 0.27, gamma: 3.66
Iter 434: Move customer 47 from route 9 to route 2, F2: 14985.75, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 14985.75, total_cost = 1614.18
alpha: 3.50, beta: 0.27, gamma: 3.67
Iter 435: Move customer 47 from route 9 to route 1, F2: 14978.08, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 14978.08, total_cost = 1601.48
alpha: 3.51, beta: 0.27, gamma: 3.68
Iter 436: Move customer 47 from route 9 to route 8, F2: 15038.53, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 15038.53, total_cost = 1621.80
alpha: 3.52, beta: 0.27, gamma: 3.69
Iter 437: Move customer 47 from route 9 to route 10, F2: 15055.82, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 15055.82, total_cost = 1598.84
alpha: 3.53, beta: 0.27, gamma: 3.70
Iter 438: Move customer 47 from route 9 to route 2, F2: 15146.93, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 15146.93, total_cost = 1614.18
alpha: 3.54, beta: 0.27, gamma: 3.71
Iter 439: Move customer 47 from route 9 to route 1, F2: 15139.32, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 15139.32, total_cost = 1601.48
alpha: 3.55, beta: 0.27, gamma: 3.72
Iter 440: Move customer 7 from route 6 to route 7, F2: 15156.05, Cost: 1636.58
Best neighbor after moving customer 7: penalized cost = 1636.58, f2 = 15156.05, total_cost = 1636.58
alpha: 3.56, beta: 0.27, gamma: 3.74
Iter 441: Move customer 47 from route 9 to route 8, F2: 15240.99, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 15240.99, total_cost = 1621.80
alpha: 3.57, beta: 0.27, gamma: 3.75
Iter 442: Move customer 47 from route 9 to route 10, F2: 15258.89, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 15258.89, total_cost = 1598.84
alpha: 3.58, beta: 0.27, gamma: 3.76
Iter 443: Move customer 47 from route 9 to route 2, F2: 15351.15, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 15351.15, total_cost = 1614.18
alpha: 3.59, beta: 0.27, gamma: 3.77
Iter 444: Move customer 47 from route 9 to route 1, F2: 15343.61, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 15343.61, total_cost = 1601.48
alpha: 3.60, beta: 0.26, gamma: 3.78
Iter 445: Move customer 47 from route 9 to route 8, F2: 15405.15, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 15405.15, total_cost = 1621.80
alpha: 3.61, beta: 0.26, gamma: 3.79
Iter 446: Move customer 47 from route 9 to route 10, F2: 15423.55, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 15423.55, total_cost = 1598.84
alpha: 3.63, beta: 0.26, gamma: 3.80
Iter 447: Move customer 47 from route 9 to route 2, F2: 15516.73, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 15516.73, total_cost = 1614.18
alpha: 3.64, beta: 0.26, gamma: 3.82
Iter 448: Move customer 47 from route 9 to route 1, F2: 15509.26, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 15509.26, total_cost = 1601.48
alpha: 3.65, beta: 0.26, gamma: 3.83
Iter 449: Move customer 47 from route 9 to route 8, F2: 15571.30, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 15571.30, total_cost = 1621.80
alpha: 3.66, beta: 0.26, gamma: 3.84
Iter 450: Move customer 47 from route 9 to route 10, F2: 15590.19, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 15590.19, total_cost = 1598.84
alpha: 3.67, beta: 0.26, gamma: 3.85
Iter 451: Move customer 47 from route 9 to route 2, F2: 15684.31, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 15684.31, total_cost = 1614.18
alpha: 3.68, beta: 0.26, gamma: 3.86
Iter 452: Move customer 47 from route 9 to route 1, F2: 15676.90, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 15676.90, total_cost = 1601.48
alpha: 3.69, beta: 0.26, gamma: 3.87
Iter 453: Move customer 47 from route 9 to route 8, F2: 15739.45, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 15739.45, total_cost = 1621.80
alpha: 3.70, beta: 0.26, gamma: 3.88
Iter 454: Move customer 47 from route 9 to route 10, F2: 15758.84, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 15758.84, total_cost = 1598.84
alpha: 3.71, beta: 0.26, gamma: 3.90
Iter 455: Move customer 47 from route 9 to route 2, F2: 15853.92, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 15853.92, total_cost = 1614.18
alpha: 3.72, beta: 0.26, gamma: 3.91
Iter 456: Move customer 47 from route 9 to route 1, F2: 15846.57, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 15846.57, total_cost = 1601.48
alpha: 3.74, beta: 0.26, gamma: 3.92
Iter 457: Move customer 47 from route 9 to route 8, F2: 15909.63, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 15909.63, total_cost = 1621.80
alpha: 3.75, beta: 0.25, gamma: 3.93
Iter 458: Move customer 47 from route 9 to route 10, F2: 15929.53, Cost: 1598.84
Best neighbor after moving customer 47: penalized cost = 1598.84, f2 = 15929.53, total_cost = 1598.84
alpha: 3.76, beta: 0.25, gamma: 3.94
Iter 459: Move customer 47 from route 9 to route 2, F2: 16025.56, Cost: 1614.18
Best neighbor after moving customer 47: penalized cost = 1614.18, f2 = 16025.56, total_cost = 1614.18
alpha: 3.77, beta: 0.25, gamma: 3.95
Iter 460: Move customer 47 from route 9 to route 1, F2: 16018.28, Cost: 1601.48
Best neighbor after moving customer 47: penalized cost = 1601.48, f2 = 16018.28, total_cost = 1601.48
alpha: 3.78, beta: 0.25, gamma: 3.97
Iter 461: Move customer 47 from route 9 to route 8, F2: 16081.85, Cost: 1621.80
Best neighbor after moving customer 47: penalized cost = 1621.80, f2 = 16081.85, total_cost = 1621.80
alpha: 3.79, beta: 0.25, gamma: 3.98
Iter 462: Move customer 47 from route 9 to route 10, F2: 16102.27, Cost: 1598.84
